"mbu";"Naziv Ustanove";"Nadredjena Ustanova";"Vrsta Ustanove";"Upisnik";"Adresa";"Mjesto";"Telefon";"Faks";"e Posta";"URL";"Celnik"
193;"Institut prometa i veza,  Zagreb";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Kušlanova 2                                                 ";"ZAGREB";"(+385 1) 2300-146";"(+385 1) 2333-595";"ipv@ipv-zg.hr";"www.ipv-zg.hr";"ravnatelj mr. sc. Predrag Brlek"
194;"Institut društvenih znanosti Ivo Pilar, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Marulićev trg 19/I                                          ";"ZAGREB";"(+385 1) 4886 800, (+385 1) 4886-817                                ";"(+385 1) 4828 296                                                                                   ";"ured@pilar.hr                                                                                       ";"www.pilar.hr                                                                                        ";"ravnatelj prof. dr. sc. Željko Holjevac"
212;"Institut za hrvatski jezik i jezikoslovlje, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Ulica Republike Austrije 16                                 ";"ZAGREB";"(+385 1) 3783-833                                                                                   ";"(+385 1) 3783-803                                                                                   ";"ihjj@ihjj.hr                                                                                        ";"www.ihjj.hr                                                                                         ";"ravnatelj dr. sc. Željko Jozić"
213;"Muzička akademija, Zagreb";"Sveučilište u Zagrebu";"Umjetnička akademija";"Znanstvena ustanova i visoko učilište";"Trg Republike Hrvatske 12                                 ";"ZAGREB";"(+385 1) 4810-200                                                                                   ";"(+385 1) 4872 380";"muza@muza.hr;dekanat@muza.hr ";"www.muza.unizg.hr ";"dekan prof. art. Igor Lešnik"
34;"Kineziološki fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Horvaćanski zavoj 15                                        ";"ZAGREB";"(+385 1) 3658 666";"(+385 1) 3634 146";"dekanat@kif.unizg.hr";"www.kif.unizg.hr";"dekan prof. dr. sc. Tomislav Krističević"
35;"Institut za fiziku, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Bijenička cesta 46                                          ";"ZAGREB";"(+385 1) 4698 888; (+385 1) 4698 811                                                                ";"(+385 1) 4698 889; (+385 1) 4698 890                                                                ";"ifs@ifs.hr                                                                                          ";"www.ifs.hr                                                                                          ";"ravnatelj dr. sc. Marko Kralj"
36;"Fakultet elektrotehnike i računarstva, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Unska 3                                                     ";"ZAGREB";"(+385 1) 6129 999                                                                            ";"(+385 1) 6170 007                                                                                   ";"fer@fer.hr";"www.fer.unizg.hr";"dekan prof. dr .sc. Gordan Gledec"
44;"Klinička bolnica ""Merkur""";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Zajčeva ulica 19                                            ";"ZAGREB";"(+385 1) 2431-396, (+385 1) 2431-390                                      ";"(+385 1) 2431-402              ";"ravnateljstvo@kb-merkur.hr";"www.kb-merkur.hr";"ravnatelj Željko Vidas"
48;"Hrvatski veterinarski institut, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Savska cesta 143                                            ";"ZAGREB";"(+385 1) 6190 845; (+385 1) 6123 666                                                                ";"(+385 1) 6190 841                                                                                   ";"ured@veinst.hr                                                                                      ";"www.veinst.hr                                                                                       ";"ravnatelj dr. sc. Boris Habrun"
53;"Veterinarski fakultet, Zagreb ";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Heinzelova 55                                               ";"ZAGREB";"(+385 1) 2390 111; 2390 106                                                                ";"(+385 1) 2441 390";"nenad.turk@vef.hr";"www.vef.unizg.hr ";"dekan prof. dr. sc. Nenad Turk"
54;"Arhitektonski fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Fra Andrije Kačića Miošića 26                               ";"ZAGREB";"(+385 1) 4639 222";"(+385 1) 4838 810";"dekan@arhitekt.hr";"www.arhitekt.unizg.hr";"dekan prof. dr. sc. Bojan Baletić"
323;"Genera d.d.";"";"";"Znanstvena ustanova";"Svetonedjeljska 2";"Kalinovica";"(+385 1) 333 8888";"(+385 1) 333 8707";"info@genera.hr";"www.genera.hr";"predsjednik uprave Marko Smetiško"
81;"Ekonomski fakultet, Rijeka ";"Sveučilište u Rijeci";"Fakultet";"Znanstvena ustanova i visoko učilište";"Ivana Filipovića 4                                          ";"RIJEKA";"(+385 51) 355 111; (+385 51) 355 100                                                                ";"(+385 51) 212 268                                                                ";"efri@efri.hr                                                                      ";"www.efri.uniri.hr                                                                                  ";"dekan prof. dr. sc. Alen Host"
82;"Građevinski fakultet, Zagreb ";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Ulica fra Andrije Kačića Miošića 26                               ";"ZAGREB";"(+385 1) 4639 255";"(+385 1) 4639 206";"ured.dekana@grad.unizg.hr";"www.grad.unizg.hr";"dekan prof. dr. sc. Stjepan Lakušić"
83;"Fakultet građevinarstva, arhitekture i geodezije, Split";"Sveučilište u Splitu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Matice hrvatske 15                                           ";"SPLIT";"(+385 21) 303 333                                                                ";"(+385 21) 465 117                                                                                   ";"info@gradst.hr";"www.gradst.unist.hr";"dekan izv. prof. dr. sc. Nikša Jajac"
228;"Opća bolnica Zabok";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Bračak 8                          ";"ZABOK";"(+385 49) 204 000, (+385 49) 204 011";"(+385 49) 204 019";"informacije@bolnica-zabok.hr                                                             ";"www.bolnica-zabok.hr";"ravnatelj Stanko Belina"
230;"Klinički bolnički centar Rijeka";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Krešimirova 42                                              ";"RIJEKA";"(+385 51) 658 802     ";"(+385 51) 337 536            ";"ravnateljstvo@kbc-rijeka.hr";"www.kbc-rijeka.hr";"ravnatelj prof.dr.sc. Herman Haller"
235;"Sveučilište Josipa Jurja Strossmayera u Osijeku - Odjel za matematiku";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Sveučilišni odjel";"Znanstvena ustanova i visoko učilište";"Trg Ljudevita Gaja 6                                        ";"OSIJEK";"(+385 31) 224 800                                                                                  ";"(+385 31) 224 801                                                                                   ";"math@mathos.hr                                                                                      ";"www.mathos.unios.hr";"pročelnik prof. dr. sc. Kristian Sabo"
288;"Opća županijska bolnica Požega";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Osječka 107                                                 ";"POŽEGA";"(+385 34) 254-555, (+385 34) 254-505  ";"(+385 34) 271-713         ";"info@pozeska-bolnica.hr";"www.pozeska-bolnica.hr                                                                              ";"ravnatelj prof.dr.sc. Željko Glavić"
289;"PLIVA HRVATSKA d.o.o.";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Prilaz baruna Filipovića 25                                 ";"ZAGREB";"(+385 1) 3720-600        ";"(+385 1) 3720-699                   ";"tatjana.medjesi@pliva.hr                                                                            ";"www.pliva.com                                                                                       ";"predsjednik uprave Tihomir Orešković"
90;"Staroslavenski institut , Zagreb";"";"Javni institut";"Znanstvena ustanova";"Demetrova 11                                                ";"ZAGREB";"(+385 1) 4851 380                                                                                   ";"(+385 1) 4851 377                                                                                   ";"info@stin.hr";"www.stin.hr";"ravnateljica dr. sc. Vida Vukoja"
91;"Institut za jadranske kulture i melioraciju krša, Split";"";"Javni institut";"Znanstvena ustanova";"Put Duilova 11                                              ";"SPLIT";"(+385 21) 434 444, (+385 21) 434 434, (+385 21) 434 485";"(+385 21) 316 584                                                                                   ";"ured@krs.hr                                                                                         ";"www.krs.hr                                                                                          ";"ravnateljica dr. sc. Katja Žanić"
92;"Duhanski institut Zagreb";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Svetošimunska cesta 25";"ZAGREB";"(+385 1) 2393 666";"(+385 1) 2393 670";"duhanski@agr.hr                                                                       ";;"direktor dr. sc. Miroslav Čavlek"
98;"Institut ""Ruđer Bošković"", Zagreb";"";"Javni institut";"Znanstvena ustanova";"Bijenička cesta 54                                          ";"ZAGREB";"(+385 1) 4561 111                                                                                   ";"(+385 1) 4680 084                                                                                   ";"ravnatelj@irb.hr                                                                                    ";"www.irb.hr                                                                                          ";"ravnatelj dr. sc. David Matthew Smith"
100;"Institut za društvena istraživanja , Zagreb";"";"Javni institut";"Znanstvena ustanova";"Amruševa 11/II                                              ";"ZAGREB";"(+385 1) 4810 264                                                                                   ";"(+385 1) 4810 263                                                                                   ";"idiz@idi.hr                                                                                         ";"www.idi.hr                                                                                          ";"ravnatelj dr. sc. Boris Jokić"
108;"Medicinski fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Šalata 3                                                    ";"ZAGREB";"(+385 1) 4566 777                                                             ";"(+385 1) 4566 724";"mf@mef.hr";"www.mef.unizg.hr";"dekan prof. dr. sc. Marijan Klarica"
110;"INSTITUT IGH, d.d.";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Janka Rakuše 1                                              ";"ZAGREB";"(+385 1) 6125-125        ";"(+385 1) 6125 401";"igh@igh.hr                                                                                          ";"www.igh.hr                                                                                          ";"direktor Oliver Kumrić"
111;"Pravni fakultet, Osijek";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Fakultet";"Znanstvena ustanova i visoko učilište";"Ulica Stjepana Radića 13                                    ";"OSIJEK";"(+385 31) 224 500                                                                                   ";"(+385 31) 224 540                                                                                   ";"ured@zakon.pravos.hr                                                                                ";"www.pravos.unios.hr";"dekan prof. dr. sc. Tunjica Petrašević"
112;"Pomorski fakultet, Rijeka";"Sveučilište u Rijeci";"Fakultet";"Znanstvena ustanova i visoko učilište";"Studentska 2                                                ";"RIJEKA";"(+385 51) 338 411";"(+385 51) 336 755";"dekanat@pfri.hr";"www.pfri.uniri.hr";"dekan prof. dr. sc. Alen Jugović"
113;"Prehrambeno-tehnološki fakultet, Osijek ";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Fakultet";"Znanstvena ustanova i visoko učilište";"Franje Kuhača 18                                            ";"OSIJEK";"(+385 31) 224 300                                                              ";"(+385 31) 207 115                                                                                   ";"office@ptfos.hr";"www.ptfos.unios.hr";"dekan prof. dr. sc. Jurislav Babić"
114;"Građevinski fakultet, Rijeka ";"Sveučilište u Rijeci";"Fakultet";"Znanstvena ustanova i visoko učilište";"Radmile Matejčić 3                                         ";"RIJEKA";" (+385 51) 265 900                                                                ";"(+385 51) 265 998";"dekanat@gradri.hr                                                                                   ";"www.gradri.uniri.hr";"dekanica izv. prof. dr. sc. Ivana Štimac Grandić"
115;"Pravni fakultet, Rijeka ";"Sveučilište u Rijeci";"Fakultet";"Znanstvena ustanova i visoko učilište";"Hahlić 6                                                    ";"RIJEKA";"(+385 51) 359 500                                                              ";" (+385 51) 359 593                                                                ";"dekanat@pravri.hr";"www.pravri.uniri.hr";"dekanica prof. dr. sc. Vesna Crnić-Grotić"
116;"Fakultet za menadžment u turizmu i ugostiteljstvu, Opatija ";"Sveučilište u Rijeci";"Fakultet";"Znanstvena ustanova i visoko učilište";"Naselje Ika, Primorska 42                               ";"OPATIJA";"(+385 51) 294 706";"(+385 51) 291 695";"dekanat@fthm.hr";"www.fthm.uniri.hr";"dekanica prof. dr. sc. Sandra Janković"
117;"Tekstilno-tehnološki fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Prilaz baruna Filipovića 28a                                             ";"ZAGREB";"(+385 1) 3712-500                                                                          ";"(+385 1) 3712-599                                                                                   ";"fakultet@ttf.hr                                                                                     ";"www.ttf.unizg.hr";"v. d. dekanice izv. prof. dr. sc. Anica Hursa Šajatović"
119;"Prirodoslovno-matematički fakultet, Zagreb ";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Horvatovac 102/a                                              ";"ZAGREB";"(+385 1) 4606 010 ";"(+385 1) 4606 013";"dekanat@dekanat.pmf.hr";"www.pmf.unizg.hr";"dekan prof. dr. sc. Mirko Planinić"
133;"PODRAVKA prehrambena industrija d.d. FC ""Istraživanje i razvoj";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Ante Starčevića 32                                          ";"KOPRIVNICA";"(+385 48) 651-100  ";"(+385 48) 622-518                                  ";"podravka@podravka.hr";"www.podravka.hr";""
134;"KBC ""Sestre Milosrdnice""";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Vinogradska cesta 29                                        ";"ZAGREB";"(+385 1) 3787-111, (+385 1) 3768-295              ";"(+385 1) 3787-401                                                                                 ";"ravnatelj-kbsm@mail.com";"www.kbcsm.hr";"v.d. ravnatelja doc. dr. sc. Mario Zovak"
135;"Fakultet prometnih znanosti, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Vukelićeva 4                                                ";"ZAGREB";"(+385 1) 2380 222                                                               ";"(+385 1) 2314 415                                                                                   ";"dekanat@fpz.hr";"www.fpz.unizg.hr";"dekan prof. dr. sc. Tomislav Josip Mlinarić"
141;"KBC Split";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Spinčićeva 1                                                ";"SPLIT";"(+385 21) 556-517";"(+385 21) 389-563      ";"office@kbsplit.hr";"www.kbsplit.hr";"sanacijski upravitelj doc. dr. sc. Nikola Kolja Poljak"
143;"Klinika za infektivne bolesti ""Dr Fran Mihaljević""";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Mirogojska cesta 8                                          ";"ZAGREB";"(+385 1) 2826-222, (+385 1) 2826-250";"(+385 1) 4678-235        ";"bfm@bfm.hr";;"v.d. ravnatelja prof. dr. sc. Ilija Kuzman"
147;"Institut za poljoprivredu i turizam, Poreč";"";"Javni institut";"Znanstvena ustanova";"C. Huguesa 8                                                ";"POREČ";"(+385 52) 408 300                                                                                   ";"(+385 52) 431 659                                                                                   ";"institut@iptpo.hr                                                                                   ";"www.iptpo.hr                                                                                        ";"ravnatelj dr. sc. Dean Ban"
1;"Institut za oceanografiju i ribarstvo, Split";"";"Javni institut";"Znanstvena ustanova";"Šetalište I.Meštrovića 63";"SPLIT";"(+385 21) 408-000, (+385 21) 408-002                      ";"(+385 21) 358 650                                                                                   ";"office@izor.hr                                                                                      ";"www.izor.hr                                                                                         ";"ravnatelj dr. sc. Nedo Vrgoč"
2;"Ekonomski institut, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Trg J.F.Kennedyja 7                                            ";"ZAGREB";"(+385 1) 2362-270                                                                                   ";"(+385 1) 2335 165                                                                                   ";"eizagreb@eizg.hr                                                                                    ";"www.eizg.hr                                                                                         ";"ravnateljica dr. sc. Tajana Barbić"
4;"Državni hidrometeorološki zavod";"";"Državna ustanova";"Znanstvena ustanova";"Ravnice 48                                              ";"ZAGREB";"(+385 1) 4565-717      ";"(+385 1) 4565-626                                                    ";"dhmz@cirus.dhz.hr                                                                                   ";"www.meteo.hr";"ravnateljica dr. sc. Branka Ivančan-Picek"
5;"Hrvatski zavod za javno zdravstvo";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Rockfellerova 7";"ZAGREB";"(+385 1) 4683-001  ";"(+385 1) 4683-002  ";"ravnatelj@hzjz.hr                                                                                   ";"www.hzjz.hr";"ravnatelj doc. dr. sc. Krunoslav Capak"
6;"Farmaceutsko-biokemijski fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Ante Kovačića 1                                             ";"ZAGREB";"(+385 1) 4818 288                                                                              ";"(+385 1) 6394 400";"dekanat@pharma.hr";"www.pharma.unizg.hr ";"dekanica izv. prof. dr. sc. Jasmina Lovrić"
7;"Geodetski fakultet, Zagreb";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Fra Andrije Kačića Miošića 26                                   ";"ZAGREB";"(+385 1) 4639 222";"(+385 1) 4828 081";"referada@geof.hr";"www.geof.unizg.hr";"dekan izv. prof. dr. sc. Almin Đapo"
8;"KONČAR - Institut za elektrotehniku d.d.";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Fallerovo šetalište 22                                      ";"ZAGREB";"(+385 1) 3667-315            ";"(+385 1) 3667-317              ";"dnogic@koncar-institut.hr";"www.koncar-institut.hr";"predsjednik dr. sc. Siniša Marijan"
9;"Filozofski fakultet, Rijeka ";"Sveučilište u Rijeci";"Fakultet";"Znanstvena ustanova i visoko učilište";"Sveučilišna avenija 4                                              ";"RIJEKA";"(+385 51) 265 600; 265 602";"(+385 51) 216 099";"dekanat@ffri.hr ";"www.ffri.uniri.hr";"dekanica izv. prof. dr. sc. Ines Srdoč-Konestra"
10;"Ekonomski fakultet, Osijek";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Fakultet";"Znanstvena ustanova i visoko učilište";"Gajev trg 7                                                 ";"OSIJEK";"(+385 31) 224 400                                                                                   ";"(+385 31) 211 604                                                                                   ";"ured@efos.hr                                                                                        ";"www.efos.unios.hr";"dekan izv. prof. dr. sc. Boris Crnković"
11;"Kemijsko-tehnološki fakultet, Split ";"Sveučilište u Splitu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Ruđera Boškovića 35                                             ";"SPLIT";"(+385 21) 329 422                                                                        ";"(+385 21) 329 461";"dekanat@ktf-split.hr";"www.ktf.unist.hr";"dekan prof. dr. sc. Matko Erceg"
12;"Visoko gospodarsko učilište u Križevcima";"";"Visoka škola";"Znanstvena ustanova i visoko učilište";"Milislava Demerca 1                                         ";"KRIŽEVCI";"(+385 48) 681 597";"(+385 48) 682 790";"ured@vguk.hr;dekan@vguk.hr";"www.vguk.hr";"dekanica dr. sc. Marijana Ivanek-Martinčić"
13;"Edukacijsko-rehabilitacijski fakultet, Zagreb ";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Borongajska cesta 83f";"ZAGREB";"(+385 1) 2457 000";"(+385 1) 2457 559";"dekan@erf.unizg.hr";"www.erf.unizg.hr";"dekanica izv. prof. dr. sc. Snježana Sekušak Galešev"
172;"Institut za javne financije, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Smičiklasova 21                               ";"ZAGREB";"(+385 1) 4886 444; (+385 1) 4819 363                                                                ";"(+385 1) 4819 365                                                                                   ";"ured@ijf.hr                                                                                         ";"www.ijf.hr                                                                                          ";"ravnatelj dr. sc. Vjekoslav Bratić"
176;"Opća bolnica Šibenik";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Stjepana Radića 83                                          ";"ŠIBENIK";"(+385 22) 332-760, (+385 22) 246-246           ";"(+385 22) 332-887      ";"opca-bolnica-sibenik3@si.t-com.hr";"si.hatenet.hr                                                                                       ";"ravnatelj Željko Burić"
177;"Prirodoslovno-matematički fakultet, Split";"Sveučilište u Splitu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Ruđera Boškovića 33                                         ";"SPLIT";"(+385 21) 619 222";"(+385 1) 619 227";"dekanat@pmfst.hr ";"www.pmfst.unist.hr ";"dekan prof. dr. sc. Nikola Koceić Bilan"
178;"Agronomski fakultet, Zagreb ";"Sveučilište u Zagrebu";"Fakultet";"Znanstvena ustanova i visoko učilište";"Svetošimunska cesta 25                                      ";"ZAGREB";"(+385 1) 2393 777                                                                                   ";"(+385 1) 2315 300                                                                                   ";"dekanat@agr.hr                                                                                      ";"www.agr.unizg.hr ";"dekan prof. dr. sc. Zoran Grgić"
181;"Hrvatski geološki institut";"";"Javni institut";"Znanstvena ustanova";"Sachsova 2                                                  ";"ZAGREB";"(+385 1) 6160-750";"(+385 1) 6144 718                                                                                   ";"ured@hgi-cgs.hr";"www.hgi-cgs.hr";"ravnatelj dr. sc. Slobodan Miko"
183;"Hrvatski prirodoslovni muzej";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Demetrova 1                                                 ";"ZAGREB";"(+385 1) 4851-645, (+385 1) 4851-700                    ";"(+385 1) 4851-644     ";"hpm@hpm.hr";;"ravnateljica doc.dr.sc. Tatjana Vlahović"
184;"Opća bolnica ""Dr. Josip Benčević""";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Andrije Štampara 42                                         ";"SLAVONSKI BROD";"(+385 35) 201-201";"(+385 35) 446-121          ";"opca-bolnica-sb@sb.t-com.hr";"www.bolnicasb.hr";"ravnatelj Milan Bitunjac"
189;"Institut za etnologiju i folkloristiku, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Šubićeva 42                                                 ";"ZAGREB";"(+385 1) 4596-700                                                                                   ";"(+385 1) 4596-709                                                                                   ";"institut@ief.hr                                                                                     ";"www.ief.hr                                                                                          ";"ravnateljica dr. sc. Iva Niemčić"
190;"Filozofsko-teološki institut Družbe Isusove, Zagreb";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Jordanovac 110                                              ";"ZAGREB";"(+385 1) 2354-203         ";"(+385 1) 2354-049   ";"ffdi@ffdi.hr";"www.ffdi.hr";"ravnatelj doc.dr.sc. Ivan Antunović"
191;"Institut za filozofiju, Zagreb";"";"Javni institut";"Znanstvena ustanova";"Ulica grada Vukovara 54                                     ";"ZAGREB";"(+385 1) 6111 532; (+385 1) 6111-984                                                                ";"(+385 1) 6150 338                                                                                   ";"filozof@ifzg.hr";"www.ifzg.hr                                                                                         ";"ravnatelj dr. sc. Luka Boršić"
192;"Brodarski institut d.o.o.";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Avenija V. Holjevca 20                                      ";"ZAGREB";"(+385 1) 6550-953 ";"(+385 1) 6504-280                                       ";"brod.inst@hrbi.hr";;"direktor dr. sc. Ognjen Kuljača"
269;"Sveučilište u Zadru";"";"Sveučilište";"Znanstvena ustanova i visoko učilište";"Ul. Mihovila Pavlinovića 1                    ";"ZADAR";"(+385 23) 200 501; (+385 23) 200 580                                                              ";"(+385 23) 316 882                                                                            ";"rektorat@unizd.hr                                                                                   ";"www.unizd.hr                                                                                        ";"rektorica prof. dr. sc. Dijana Vican"
272;"Mediteranski institut za istraživanje života";"";"Privatni institut";"Znanstvena ustanova";"Meštrovićevo šetalište 45                                 ";"SPLIT";"(+385 21) 555-600   ";"(+385 21) 555-605                ";"medils@medils.hr                                                                                    ";"www.medils.hr";"ravnatelj dr. sc. Miroslav Radman"
273;"OIKON d.o.o.";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Trg senjskih uskoka 1-2                                         ";"ZAGREB - NOVI ZAGREB";"(+385 1) 5507-100                                                                 ";"(+385 1) 5507-101        ";"oikon@oikon.hr";"www.oikon.hr";"ravnatelj dr. sc. Zdravko Špirić"
275;"Sveučilište u Dubrovniku";"";"Sveučilište";"Znanstvena ustanova i visoko učilište";"Branitelja Dubrovnika 29                                             ";"DUBROVNIK";"(+385 20) 445 700";"(+385 20) 435 590";"rektoratdu@unidu.hr";"www.unidu.hr";"rektor prof. dr. sc. Nikša Burum"
277;"Dječja bolnica Srebrnjak";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Srebrnjak 100                                               ";"ZAGREB";"(+385 1) 6391-100, (+385 1) 6391-115";"(+385 1) 6391-188";"bolnica@bolnica-srebrnjak.hr                                                                ";"www.bolnica-srebrnjak.hr";"ravnatelj mr.sc. Boro Nogalo"
324;"Opća bolnica Dubrovnik";"";"Znanstveno-nastavna jedinica";"Znanstvena ustanova";"Dr. Roka Mišetića 2";"DUBROVNIK";"(+385 20) 431-777";"(+385 20) 426-149";"uprava@bolnica-du.hr";"www.bolnica-du.hr";"ravnatelj Branko Bazdan"
327;"Nacionalni centar za vanjsko vrednovanje obrazovanja ";"";"";"Znanstvena ustanova";"Damira Tomljanovića Gavrana 11";"ZAGREB";"(+385 1) 4501-800";"(+385 1) 4501-801";"ncvvo@ncvvo.hr";"www.ncvvo.hr";"ravnateljica Ivana Katavić"
328;"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"";"Sveučilište";"Znanstvena ustanova i visoko učilište";"Trg Sv. Trojstva 3";"OSIJEK";"(+385 31) 224 102                                                                                   ";"(+385 31) 207 015                                                                                   ";"rektorat@unios.hr                                                                                   ";"www.unios.hr";"rektor prof. dr. sc. Vlado Guberac"
329;"Libertas Međunarodno sveučilište, Zagreb ";"";"Sveučilište";"Znanstvena ustanova i visoko učilište";"Trg J. F. Kennedy 6b";"ZAGREB";"(+385 1) 5633 101";"(+385 1) 5633 111";"asamodol@libertas.hr";"www.libertas.hr";"rektor prof. dr. sc. Dušan Pavlović"
331;"Hrvatsko katoličko sveučilište, Zagreb";"";"Sveučilište";"Znanstvena ustanova i visoko učilište";"Ilica 242";"ZAGREB";"(+385 1) 3706 600";"(+385 1) 3706 601";"rektorat@unicath.hr";"www.unicath.hr";"rektor dr. sc. Željko Tanjić"
332;"Institut za istraživanje ";"";"";"Znanstvena ustanova";"ILICA 256B, Zagreb";"ZAGREB";"(+385 1) 3784-690";"(+385 1) 3784-878";"dario.matika@morh.hr";"www.morh.hr";"ravnatelj Dario Matika"
335;"Sveučilište u Rijeci - Odjel za biotehnologiju ";"Sveučilište u Rijeci";"Sveučilišni odjel";"Znanstvena ustanova i visoko učilište";"Radmile Matejčić 2";"RIJEKA";"(+385 51) 584 550";"(+385 51) 584 599";"ured@biotech.uniri.hr";"www.biotech.uniri.hr";"pročelnica prof. dr. sc. Miranda Mladinić Pejatović"
336;"Sveučilište Sjever, Koprivnica";"";"Sveučilište";"Znanstvena ustanova i visoko učilište";"Trg dr. Žarka Dolinara 1";"KOPRIVNICA";"(+385 48) 240 294";"(+385 48) 240 295";"info@unin.hr";"http://www.unin.hr";"rektor dr. sc. Marin Milković"
337;"Specijalna bolnica za ortopediju i opću kirurgiju ""Dr. Nemec"", Matulji";"";"Bolnica";"Znanstvena ustanova";"Ul. Dalmatinskih brigada bb, Matulji";"MATULJI";"(+385 51) 277-350";"(+385 51) 273-901";;;"ravnatelj prof. dr. sc. Boris Nemec"
338;"Akademija tehničkih znanosti ";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Andrije Kačića Miošića 28";"ZAGREB";"(+385 1) 4922-559";"(+385 1) 4922-569";"hatz@hatz.hr";"www.hatz.hr";"predsjednik Stanko Tonković"
339;"Specijalna bolnica Svjetlost";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"Heinzelova 39";"ZAGREB";"(+385 1) 7775 656";"(+385 1) 7775 600";"tajnica@svjetlost.hr";"www.svjetlost.hr";"ravnatelj prof. dr. sc. Nikica Gabrić"
341;"InfoDom d.o.o.";"";"Ostale znanstvenoistraživačke pravne osobe";"Znanstvena ustanova";"A. Žaje 61, Zagreb";"ZAGREB";"(+385 1) 3040-588";"(+385 1) 3040-593";"infodom@infodom.hr";"www.infodom.hr";"direktor Slavko Vidović"
342;"EFFECTUS poduzetnički studiji - visoko učilište, Zagreb";"";"Visoka škola";"Znanstvena ustanova i visoko učilište";"Trg J. F. Kennedya 2";"ZAGREB";"(+385 1)  6117 777";"(+385 1) 6117 022";"referada@effecuts.com.hr";"www.effectus.com.hr";"dekan dr. sc. Robert Kopal"
348;"Specijalna bolnica Sv. Katarina";"";"Bolnica";"Znanstvena ustanova";"Bračak 8";"ZABOK";"049/204 888";"049/204 887";"info@svkatarina.hr";"www.svkatarina.hr";"ravnateljica mr. sc. Nevenka Kovač"
